accent_id,form,normalized_form,base_form,accented_vowels,accent_count,accent_indexes,accent_position,vowel_ordinals_from_start,vowel_ordinals_from_end,source_field,field_index,token_ordinal,context_index,context,source_context,pair_id,alignment_status,alignment_confidence,entry_id,headword,classification,classification_family,translation,document_frequency,entry_frequency,source_code,source_document,page_start,page_end,source_status,validation_status
ACE-002291,Nihuíami,nihuíami,nihuiami,í,1,4,Medial,3,3,Lema,1,1,0,Nihuíami,Nihuíami,,No aplica,No aplica,RD-001603,Nihuíami,S,S,Comprador de maíz,1,1,SRC-02,DICCIONARIO raramuri.pdf,64,64,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002292,Nihuícohua,nihuícohua,nihuicohua,í,1,4,Medial,3,4,Lema,1,1,0,Nihuícohua,Nihuícohua,,No aplica,No aplica,RD-001604,Nihuícohua,Vi,Vi,Casarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,64,64,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002293,Nihuíi,nihuíi,nihuii,í,1,4,Medial,3,2,Lema,1,1,0,Nihuíi,Nihuíi,,No aplica,No aplica,RD-001605,Nihuíi,Vt,Vt,Hacer (alguna cosa),1,1,SRC-02,DICCIONARIO raramuri.pdf,64,64,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002294,níhuita,níhuita,nihuita,í,1,1,Medial,1,4,Lema,1,2,9,"Níhuata, níhuita","Níhuata, níhuita",,No aplica,No aplica,RD-001601,"Níhuata, níhuita",Vi,Vi,Estar haciéndose rico,3,2,SRC-02,DICCIONARIO raramuri.pdf,64,64,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002295,níhuita,níhuita,nihuita,í,1,1,Medial,1,4,Variante,1,1,0,níhuita,níhuita,,No aplica,No aplica,RD-001601,"Níhuata, níhuita",Vi,Vi,Estar haciéndose rico,3,2,SRC-02,DICCIONARIO raramuri.pdf,64,64,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002296,Níhuita,níhuita,nihuita,í,1,1,Medial,1,4,Lema,1,1,0,Níhuita,Níhuita,,No aplica,No aplica,RD-001606,Níhuita,,Sin clasificar,Está haciéndose rico,3,2,SRC-02,DICCIONARIO raramuri.pdf,64,64,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002297,níima,níima,niima,í,1,1,Medial,1,3,Ejemplo RRM,2,2,5,Gará níima cachípasa.,Ne huabé huaquicheri tambore. Gará níima cachípasa. El tambor se secó; sería bueno escupirlo. Cachipo. Vamos a escupir. Cachipa. Vi le escupe,PAR-000373-01-02,Alineado,Media,RD-000373,cachí,Vi,Vi,Escupir,4,4,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002298,níima,níima,niima,í,1,1,Medial,1,3,Ejemplo RRM,1,3,14,Cochisáa gará níima,"Cochisáa gará níima, sería bueno dormir. [pp.: cochíami; pl: ocochi]",PAR-000483-01-01,Alineado,Alta,RD-000483,Cochí,Vi sing,Vi,Dormir,4,4,SRC-02,DICCIONARIO raramuri.pdf,27,27,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002299,níima,níima,niima,í,1,1,Medial,1,3,Ejemplo RRM,1,4,39,Echi batéa nihuarihua mapurigá comíami níima,"Echi batéa nihuarihua mapurigá comíami níima, la batea está hecha cóncava.",PAR-000505-01-01,Alineado,Alta,RD-000505,Comíami,Pp,Pp,"Cóncavo, alabeado",4,4,SRC-02,DICCIONARIO raramuri.pdf,28,28,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002300,Níima,níima,niima,í,1,1,Medial,1,3,Lema,1,1,0,Níima,Níima,,No aplica,No aplica,RD-001607,Níima,,Sin clasificar,"Será, estará",4,4,SRC-02,DICCIONARIO raramuri.pdf,64,64,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002301,níiri,níiri,niiri,í,1,1,Medial,1,3,Ejemplo RRM,1,3,21,Nijeni pe táa cáachi níiri.,"Nijeni pe táa cáachi níiri. Yo era un poco chico. Ma ochérami cáachi mucumea. Ya que sea viejo, morirá. Siné cáachi. En otra ocasión, tal vez Táa cáachi. Siendo chico",PAR-000361-01-01,Alineado,Media,RD-000361,Cáachi,Vi,Vi,Ser,4,4,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002302,níiri,níiri,niiri,í,1,1,Medial,1,3,Ejemplo RRM,2,1,9,Choquira níiri.,Choquira ju. Tiene la culpa. Choquira níiri. Lo provocó.,PAR-000776-01-02,Alineado,Media,RD-000776,Choquira,Adj,Adj,Culpable,4,4,SRC-02,DICCIONARIO raramuri.pdf,38,39,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002303,níiri,níiri,niiri,í,1,1,Medial,1,3,Ejemplo RRM,2,2,18,Echi mapu nayúamo níiri ma gará ju.,Hue gará ju muní. Está muy bueno el frijol. Echi mapu nayúamo níiri ma gará ju. El que estaba enfermo ya está bien.,PAR-000849-01-02,Alineado,Media,RD-000849,Gará,"Adj, adv",Adj,1. bueno (sabroso) 2. bien (sano),4,4,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002304,níiri,níiri,niiri,í,1,1,Medial,1,3,Ejemplo RRM,2,2,22,Ma hui’rique chónachi níiri.,Hui´rique rocogó cu nahuari. Muy noche llegó. Ma hui’rique chónachi níiri. Ya era muy de noche. Hui’rique chónachi. Muy noche.,PAR-001022-01-02,Alineado,Media,RD-001022,Hui’rique,Adv,Adv,Mucho después,4,4,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002305,Nijá,nijá,nija,á,1,3,Final,2,1,Lema,1,1,0,Nijá,Nijá,,No aplica,No aplica,RD-001608,Nijá,Vt,Vt,"Dar, entregar",1,1,SRC-02,DICCIONARIO raramuri.pdf,64,64,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002306,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,2,1,0,Nijé acáchura,"Echi nijé onorá iyera nijé acáchura ju, la mamá de mi papá es mi abuela paterna. Nijé acáchura, mi abuela (la mamá de mi papá).",PAR-000016-01-02,Alineado,Alta,RD-000016,Acáchura,S,S,1. Abuela paterna 2. Nieta (de la abuela paterna),64,53,SRC-02,DICCIONARIO raramuri.pdf,3,4,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002307,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,5,Echi nijé onorá iyera nijé acáchura ju,"Echi nijé onorá iyera nijé acáchura ju, la mamá de mi papá es mi abuela paterna. Nijé acáchura, mi abuela (la mamá de mi papá).",PAR-000016-01-01,Alineado,Alta,RD-000016,Acáchura,S,S,1. Abuela paterna 2. Nieta (de la abuela paterna),64,53,SRC-02,DICCIONARIO raramuri.pdf,3,4,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002308,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,3,22,Echi nijé onorá iyera nijé acáchura ju,"Echi nijé onorá iyera nijé acáchura ju, la mamá de mi papá es mi abuela paterna. Nijé acáchura, mi abuela (la mamá de mi papá).",PAR-000016-01-01,Alineado,Alta,RD-000016,Acáchura,S,S,1. Abuela paterna 2. Nieta (de la abuela paterna),64,53,SRC-02,DICCIONARIO raramuri.pdf,3,4,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002309,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé acajíhuara,"Nijé acajíhuara, mis correas",PAR-000019-01-01,Alineado,Alta,RD-000019,Acajihua,Vr,Vr,Ponerse correas a los huaraches,64,53,SRC-02,DICCIONARIO raramuri.pdf,4,4,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002310,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,5,39,Echi jaré rarámuri huabé achiri maparí nijé huichiri,"Echi jaré rarámuri huabé achiri maparí nijé huichiri, los tarahumaras se rieron mucho cuando me caí.",PAR-000030-01-01,Alineado,Alta,RD-000030,Achí,Vt,Vt,"Reír, sonreír",64,53,SRC-02,DICCIONARIO raramuri.pdf,4,4,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002311,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé amígohuara,"Nijé amígohuara, mis amigos",PAR-000048-01-01,Alineado,Alta,RD-000048,Amígohua,S,S,Amigo,64,53,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002312,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,5,Echi nijé iyera onorá nijé aparóchahuara ju,"Echi nijé iyera onorá nijé aparóchahuara ju, el papá de mi madre es mi abuelo materno.",PAR-000078-01-01,Alineado,Alta,RD-000078,Aparocha,S,S,Abuelo materno,64,53,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002313,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,3,22,Echi nijé iyera onorá nijé aparóchahuara ju,"Echi nijé iyera onorá nijé aparóchahuara ju, el papá de mi madre es mi abuelo materno.",PAR-000078-01-01,Alineado,Alta,RD-000078,Aparocha,S,S,Abuelo materno,64,53,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002314,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,5,Echi nijé iyera onorá nijé aparóchahuara ju,"Echi nijé iyera onorá nijé aparóchahuara ju, el papá de mi madre es mi abuelo materno.",PAR-000079-01-01,Alineado,Alta,RD-000079,Aparocha,S,S,Nieto (del abuelo materno),64,53,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002315,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,3,22,Echi nijé iyera onorá nijé aparóchahuara ju,"Echi nijé iyera onorá nijé aparóchahuara ju, el papá de mi madre es mi abuelo materno.",PAR-000079-01-01,Alineado,Alta,RD-000079,Aparocha,S,S,Nieto (del abuelo materno),64,53,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002316,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé apema,"Nijé apema, yo voy a traerlo en la espalda. Echi rijoy apema cuco, ese hombre se va a echar un tercio de leña en la espalda.",PAR-000082-01-01,Alineado,Alta,RD-000082,Apé,Vt,Vt,Echar a la espalda,64,53,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002317,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,2,1,0,Nijé onorá ayena cho nahuari.,"Ayena cho nayúnari echi jaré cúuchi. Aún los niños se enfermaron. Nijé onorá ayena cho nahuari. Mi papá también vino. Ayénasí, ayena así sí también.",PAR-000124-01-02,Alineado,Media,RD-000124,Ayena cho,Adv,Adv,"También, aún, sí",64,53,SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002318,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,2,32,"Nijeni quetasi bachéi, mapujiti nijé binoy bachá huiríami ju.","Nijeni quetasi bachéi, mapujiti nijé binoy bachá huiríami ju. No tengo hermano mayor, porque yo soy el primero.",PAR-000145-01-01,Alineado,Media,RD-000145,Bachéi,Vi,Vi,Tener hermano mayor,64,53,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002319,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,2,1,0,Nijé,"Nijeni bachirúami ju, mapujítini bachá ochérami ju. Yo soy el primogénito, porque nací primero. Nijé bachirá mi hermano mayor.",PAR-000146-01-02,Alineado,Media,RD-000146,Bachi,S,S,Hermano mayor,64,53,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002320,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,2,35,"Ma bahuirabo echi huáasi, mapujiti nijé bucura ju.","Ma bahuirabo echi huáasi, mapujiti nijé bucura ju. Ya vamos a herrar esa vaca,porque es mía.",PAR-000152-01-01,Alineado,Media,RD-000152,Bahuirá,Vt,Vt,Herrar,64,53,SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002321,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,5,34,"Hue ocorá ramichí, huarú bajínari nijé banarachi.","Hue ocorá ramichí, huarú bajínari nijé banarachi. Me duele mucho la muela, y se me hinchó mucho la mejilla. [pret.: bajínari; fut.: bajínama]",PAR-000166-01-01,Alineado,Media,RD-000166,Bajina,Vi,Vi,Hincharse.,64,53,SRC-02,DICCIONARIO raramuri.pdf,12,12,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002322,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,3,29,Ma biré bamiba maparí mucuri nijé onorá.,Ma biré bamiba maparí mucuri nijé onorá. Ya hace un año que murió mi papá.,PAR-000172-01-01,Alineado,Media,RD-000172,Bamiba,Vi,Vi,Hacer un año,64,53,SRC-02,DICCIONARIO raramuri.pdf,12,12,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002323,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,3,1,0,Nijé banará.,Tamí banarachi cho'nari. Me pegó en la mejilla. Banachí en la mejilla. Nijé banará. Mi mejilla.,PAR-000174-01-03,Alineado,Media,RD-000174,Baná,S,S,Mejilla,64,53,SRC-02,DICCIONARIO raramuri.pdf,12,12,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002324,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé quimara ma ba'nésuri ju.,Nijé quimara ma ba'nésuri ju. Mi cobija ya está gastada.,PAR-000179-01-01,Alineado,Media,RD-000179,Ba'nésuri,S,S,Una cobija gastada.,64,53,SRC-02,DICCIONARIO raramuri.pdf,12,12,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002325,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,3,1,0,Nijé baquirínahuara,"Echi rijoy nijé baquirínahuara ju. Échico tamí rihuarari. Ese hombre es mi padrino. El me puso mi nombre. Nijé baquirínahuara, mi padrino, mi madrina.",PAR-000186-01-03,Alineado,Alta,RD-000186,Baquirini,S,S,"Padrino, madrina",64,53,SRC-02,DICCIONARIO raramuri.pdf,13,13,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002326,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,11,Echi rijoy nijé baquirínahuara ju.,"Echi rijoy nijé baquirínahuara ju. Échico tamí rihuarari. Ese hombre es mi padrino. El me puso mi nombre. Nijé baquirínahuara, mi padrino, mi madrina.",PAR-000186-01-01,Alineado,Media,RD-000186,Baquirini,S,S,"Padrino, madrina",64,53,SRC-02,DICCIONARIO raramuri.pdf,13,13,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002327,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé onorá tamí binérari.,Nijé onorá tamí binérari. Mi padre me enseñó.,PAR-000257-01-01,Alineado,Media,RD-000257,Binera,Vt,Vt,"Enseñar, instruir",64,53,SRC-02,DICCIONARIO raramuri.pdf,16,16,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002328,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,2,1,0,Nijé binirá,"Queni biní, mi hermana menor (de mujer). Nijé binirá, mi hermana menor (de mujer).",PAR-000263-01-02,Alineado,Alta,RD-000263,Biní,S,S,Hermana menor (de mujer),64,53,SRC-02,DICCIONARIO raramuri.pdf,17,17,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002329,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé binoy,"Nijé binoy, yo mismo",PAR-000265-01-01,Alineado,Alta,RD-000265,Binoy,Pron,Pron,"Él, ella, él mismo",64,53,SRC-02,DICCIONARIO raramuri.pdf,17,17,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002330,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé bitérachi,"Nijé bitérachi, mi casa. Queni bitechi, mi casa",PAR-000284-01-01,Alineado,Alta,RD-000284,Bitechi,S,S,Casa,64,53,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002331,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,2,1,0,Nijé bonirá,"Queni boní cu simiri, chopi nijé binirá abijí atí. Mi hermano menor se fue, pero mi hermana menor todavía está aquí. Nijé bonirá, mi hermano menor.",PAR-000301-01-02,Alineado,Alta,RD-000301,Boní,S,S,Hermano menor,64,53,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002332,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,2,28,"Queni boní cu simiri, chopi nijé binirá abijí atí.","Queni boní cu simiri, chopi nijé binirá abijí atí. Mi hermano menor se fue, pero mi hermana menor todavía está aquí. Nijé bonirá, mi hermano menor.",PAR-000301-01-01,Alineado,Media,RD-000301,Boní,S,S,Hermano menor,64,53,SRC-02,DICCIONARIO raramuri.pdf,19,19,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002333,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé bucura cahué ju.,"Nijé bucura cahué ju. Es mi caballo. ¿Chigá bucura ju? ¿Quién es el dueño? (del animal). Si'nu bucura, bestia ajena.",PAR-000321-01-01,Alineado,Media,RD-000321,Bucura,Adj,Adj,Poseedor (de un animal),64,53,SRC-02,DICCIONARIO raramuri.pdf,19,20,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002334,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé buhuirá.,Nijé buhuirá. Mi camino,PAR-000331-01-01,Alineado,Media,RD-000331,buhué,S,S,Camino,64,53,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002335,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,2,1,0,Nijé bucura huáasi,"Nijeni buqué biré huáasi. Yo tengo sóla una vaca.[pl.: pugué] Nijé bucura huáasi, mi vaca Nijé pugura huáasi, mis vacas",PAR-000340-01-02,Alineado,Alta,RD-000340,Buqué,Vi sing,Vi,"Tener, poseer (animal)",64,53,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002336,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé cabóchara.,Nijé cabóchara. Mi pantorrilla.,PAR-000367-01-01,Alineado,Media,RD-000367,Cabóchuhua,S,S,Pantorrilla,64,53,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002337,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,2,1,0,Nijé cachigara.,Hue ocó nijé cachigárachi. Me duele mucho una cadera. Nijé cachigara. Mi cadera. Nijé cachigárachi. En mi cadera.,PAR-000375-01-02,Alineado,Media,RD-000375,Cachígachí,S,S,Cadera,64,53,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002338,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,3,1,0,Nijé cachigárachi.,Hue ocó nijé cachigárachi. Me duele mucho una cadera. Nijé cachigara. Mi cadera. Nijé cachigárachi. En mi cadera.,PAR-000375-01-03,Alineado,Media,RD-000375,Cachígachí,S,S,Cadera,64,53,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002339,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,2,8,Hue ocó nijé cachigárachi.,Hue ocó nijé cachigárachi. Me duele mucho una cadera. Nijé cachigara. Mi cadera. Nijé cachigárachi. En mi cadera.,PAR-000375-01-01,Alineado,Media,RD-000375,Cachígachí,S,S,Cadera,64,53,SRC-02,DICCIONARIO raramuri.pdf,22,22,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002340,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,9,1,0,Nijé cahúíhuarachi.,Iquecha mi cahuíi mapo’nami ichiméa? ¿no tienes tierra donde puedas sembrar? Cahuí ichihuáami. Tierra de cultivo. Cahuí pátami. Herencia de terrenos. Cahuíi. Vi tener tierra. Cahuichí. En el monte. Jena’í cahuírari. Este lugar. Nijé cahúíhuarachi. Mi tierra.,PAR-000382-01-09,Alineado,Media,RD-000382,cahuí,S,S,"Monte, terreno, tierra, campo, mundo",64,53,SRC-02,DICCIONARIO raramuri.pdf,22,23,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002341,nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,2,12,Hue nóchari nijé ocó mitée; ma ca'marótari sicachí.,Hue nóchari nijé ocó mitée; ma ca'marótari sicachí. Trabajé mucho tumbando pinos; ya se ampollaron mis manos.,PAR-000391-01-01,Revisión requerida,Baja,RD-000391,Ca'marota,Vi,Vi,Ampollarse,64,53,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002342,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,2,1,0,Nijé capitánahuara.,Queni capitánahua. Mi capitán. Nijé capitánahuara. Mi capitán.,PAR-000417-01-02,Alineado,Media,RD-000417,Capitani,S,S,Capitán,64,53,SRC-02,DICCIONARIO raramuri.pdf,24,24,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002343,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé carira.,"Nijé carira. Mi casa. Carí níhuami. amo de la casa. Carírari. En la casa, entre las casas. Carichí. En la casa.",PAR-000436-01-01,Alineado,Media,RD-000436,Carí,S,S,Casa,64,53,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002344,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé casira.,Nijé casira. Mi pierna. Casichí. En la pierna.,PAR-000454-01-01,Alineado,Media,RD-000454,Casí,S,S,"Pierna, muslo",64,53,SRC-02,DICCIONARIO raramuri.pdf,26,26,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002345,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé cochirá,"Nijé cochirá, mi hermana mayor. Cochirúami, pp.: que es la hermana mayor.",PAR-000482-01-01,Alineado,Alta,RD-000482,Cochí,S,S,Hermana mayor,64,53,SRC-02,DICCIONARIO raramuri.pdf,27,27,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002346,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé cochírahuara,"Nijé cochírahuara, mis cejas",PAR-000486-01-01,Alineado,Alta,RD-000486,Cochíhuara,S,S,Ceja,64,53,SRC-02,DICCIONARIO raramuri.pdf,27,27,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002347,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,2,1,0,Nijé cohuara,"Cohuárachi si’rúami, frente arrugada. Nijé cohuara, mi frente. Nijé cohuárachi, en mi frente.",PAR-000491-01-02,Alineado,Alta,RD-000491,Cohuara [variante de corá],S,S,Frente,64,53,SRC-02,DICCIONARIO raramuri.pdf,27,27,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002348,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,3,1,0,Nijé cohuárachi,"Cohuárachi si’rúami, frente arrugada. Nijé cohuara, mi frente. Nijé cohuárachi, en mi frente.",PAR-000491-01-03,Alineado,Alta,RD-000491,Cohuara [variante de corá],S,S,Frente,64,53,SRC-02,DICCIONARIO raramuri.pdf,27,27,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002349,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,4,1,0,Nijé cúchuhuara,"¿Chu quipi mi cúchuhua? ¿Cuántos hijos tienes? Cúchuami, adj Que tiene hijos. Nijé cúchuhuara, mis hijos.",PAR-000563-01-04,Alineado,Alta,RD-000563,Cúchuhua,Vt,Vt,Tener hijos,64,53,SRC-02,DICCIONARIO raramuri.pdf,30,30,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002350,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,2,1,0,Nijé cu’huíicharachi,"Hui’ré chi’huari cu’huíichi. Se hizo una cortada muy grande en la espinilla. Nijé cu’huíicharachi, en mi espinilla.",PAR-000572-01-02,Alineado,Alta,RD-000572,Cu’huíichi,S,S,Espinilla,64,53,SRC-02,DICCIONARIO raramuri.pdf,30,31,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002351,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé cumúchara.,Nijé cumúchara. Mi tío.,PAR-000585-01-01,Alineado,Media,RD-000585,Cumúchari,S,S,Tío (el hermano mayor del padre),64,53,SRC-02,DICCIONARIO raramuri.pdf,31,31,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002352,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé cupara.,Nijé cupara. Mi cabello.,PAR-000591-01-01,Alineado,Media,RD-000591,Cupá,S,S,"Pelo, cabello",64,53,SRC-02,DICCIONARIO raramuri.pdf,31,31,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002353,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,1,1,0,Nijé curíchara.,Nijé curíchara. Mi tío.,PAR-000599-01-01,Alineado,Media,RD-000599,Curichi,S,S,Tío (hermano mayor de la madre),64,53,SRC-02,DICCIONARIO raramuri.pdf,32,32,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002354,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,2,1,0,Nijé cutara.,Cutachí. En el cuello. Nijé cutara. Mi cuello. Nijé cutárachi. En mi cuello.,PAR-000621-01-02,Alineado,Media,RD-000621,Cutá,S,S,"Cuello, garganta",64,53,SRC-02,DICCIONARIO raramuri.pdf,32,32,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-002355,Nijé,nijé,nije,é,1,3,Final,2,1,Ejemplo RRM,3,1,0,Nijé cutárachi.,Cutachí. En el cuello. Nijé cutara. Mi cuello. Nijé cutárachi. En mi cuello.,PAR-000621-01-03,Alineado,Media,RD-000621,Cutá,S,S,"Cuello, garganta",64,53,SRC-02,DICCIONARIO raramuri.pdf,32,32,Transcrito,Pendiente de cotejo ortográfico y prosódico
