variant_id,form_a,form_b,form_a_normalized,form_b_normalized,pattern,relation_type,derivation_method,entry_id,entry_ids,related_entry_id,classification,evidence,source_code,source_document,page_start,page_end,source_status,validation_status
VAR-000625,Iché,Piché,iche,piche,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001061,RD-001061|RD-001836,RD-001836,Vt | Prep,RD-001061: Iché | RD-001836: Piché,SRC-02,DICCIONARIO raramuri.pdf,50,69,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000626,Ichí,Michí,ichi,michi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001062,RD-001062|RD-001308,RD-001308,S | Vt,RD-001062: Ichí | RD-001308: Michí,SRC-02,DICCIONARIO raramuri.pdf,50,56,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000627,Ichí,Pichí,ichi,pichi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001062,RD-001062|RD-001837,RD-001837,S | Vt,RD-001062: Ichí | RD-001837: Pichí,SRC-02,DICCIONARIO raramuri.pdf,50,69,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000628,Ichí,Richí,ichi,richi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001062,RD-001062|RD-001996,RD-001996,S | S,RD-001062: Ichí | RD-001996: Richí,SRC-02,DICCIONARIO raramuri.pdf,50,73,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000629,Ichí,Tichí,ichi,tichi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001062,RD-001062|RD-002479,RD-002479,S | Vi,RD-001062: Ichí | RD-002479: Tichí,SRC-02,DICCIONARIO raramuri.pdf,50,85,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000630,icori,Sicorí,icori,sicori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000964,RD-000964|RD-002285,RD-002285,S | S,"RD-000964: Huicori, icori | RD-002285: Sicorí",SRC-02,DICCIONARIO raramuri.pdf,46,80,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000631,Icori,Sicorí,icori,sicori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001054,RD-001054|RD-002285,RD-002285,S,RD-001054: Icori | RD-002285: Sicorí,SRC-02,DICCIONARIO raramuri.pdf,49,80,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000632,Ihuá,Nihuá,ihua,nihua,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001069,RD-001069|RD-001596,RD-001596,Vi | Vt,RD-001069: Ihuá | RD-001596: Nihuá,SRC-02,DICCIONARIO raramuri.pdf,50,64,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000633,Ihuá,Nihua,ihua,nihua,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001069,RD-001069|RD-001597,RD-001597,Vi | Vt,RD-001069: Ihuá | RD-001597: Nihua,SRC-02,DICCIONARIO raramuri.pdf,50,64,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000634,Ihuá,Rihuá,ihua,rihua,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001069,RD-001069|RD-002000,RD-002000,Vi | Vt,RD-001069: Ihuá | RD-002000: Rihuá,SRC-02,DICCIONARIO raramuri.pdf,50,73,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000635,Ihuá,Rihuá,ihua,rihua,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001069,RD-001069|RD-002001,RD-002001,Vi | S,RD-001069: Ihuá | RD-002001: Rihuá,SRC-02,DICCIONARIO raramuri.pdf,50,73,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000636,Ihuá,Sihuá,ihua,sihua,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001069,RD-001069|RD-002287,RD-002287,Vi | S,RD-001069: Ihuá | RD-002287: Sihuá,SRC-02,DICCIONARIO raramuri.pdf,50,80,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000637,Ihuá,Sihuá,ihua,sihua,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001069,RD-001069|RD-002288,RD-002288,Vi | Vi,RD-001069: Ihuá | RD-002288: Sihuá,SRC-02,DICCIONARIO raramuri.pdf,50,80,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000638,Ihuará,Níhuara,ihuara,nihuara,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001071,RD-001071|RD-001599,RD-001599,Vt,RD-001071: Ihuará | RD-001599: Níhuara,SRC-02,DICCIONARIO raramuri.pdf,50,64,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000639,Ihuará,Rihuará,ihuara,rihuara,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001071,RD-001071|RD-002004,RD-002004,Vt | Vt,RD-001071: Ihuará | RD-002004: Rihuará,SRC-02,DICCIONARIO raramuri.pdf,50,73,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000640,Ihuéami,Jihuéami,ihueami,jihueami,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001074,RD-001074|RD-001147,RD-001147,Adj | Adj,RD-001074: Ihuéami | RD-001147: Jihuéami,SRC-02,DICCIONARIO raramuri.pdf,50,52,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000641,Ihuera,Jihuera,ihuera,jihuera,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001077,RD-001077|RD-001148,RD-001148,Vi,"RD-001077: Ihuera, jihuero | RD-001148: Jihuera",SRC-02,DICCIONARIO raramuri.pdf,50,52,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000642,Ihuera,Rihuera,ihuera,rihuera,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001077,RD-001077|RD-002005,RD-002005,Vi | Vi,"RD-001077: Ihuera, jihuero | RD-002005: Rihuera",SRC-02,DICCIONARIO raramuri.pdf,50,73,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000643,Ihuérami,Jihuérami,ihuerami,jihuerami,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001078,RD-001078|RD-001150,RD-001150,Adj,RD-001078: Ihuérami | RD-001150: Jihuérami,SRC-02,DICCIONARIO raramuri.pdf,50,52,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000644,Ihuí,Píhui,ihui,pihui,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001080,RD-001080|RD-001841,RD-001841,Vt | Vt,RD-001080: Ihuí | RD-001841: Píhui,SRC-02,DICCIONARIO raramuri.pdf,50,69,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000645,Ihuí,Rihuí,ihui,rihui,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001080,RD-001080|RD-002006,RD-002006,Vt | Adv,RD-001080: Ihuí | RD-002006: Rihuí,SRC-02,DICCIONARIO raramuri.pdf,50,73,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000646,Ihuí,Rihuí,ihui,rihui,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001080,RD-001080|RD-002007,RD-002007,Vt | Vi,RD-001080: Ihuí | RD-002007: Rihuí,SRC-02,DICCIONARIO raramuri.pdf,50,73,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000647,Imá,Jima,ima,jima,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001088,RD-001088|RD-001152,RD-001152,S | Vi pl,RD-001088: Imá | RD-001152: Jima,SRC-02,DICCIONARIO raramuri.pdf,51,52,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000648,Imá,Simá,ima,sima,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001088,RD-001088|RD-002296,RD-002296,S | Vi pl,RD-001088: Imá | RD-002296: Simá,SRC-02,DICCIONARIO raramuri.pdf,51,80,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000649,Iná,Riná,ina,rina,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001093,RD-001093|RD-002043,RD-002043,Vi,RD-001093: Iná | RD-002043: Riná,SRC-02,DICCIONARIO raramuri.pdf,51,74,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000650,Iná,Siná,ina,sina,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001093,RD-001093|RD-002308,RD-002308,Vi sg,RD-001093: Iná | RD-002308: Siná,SRC-02,DICCIONARIO raramuri.pdf,51,81,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000651,Iná,Riná,ina,rina,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001094,RD-001094|RD-002043,RD-002043,Vi | Vi,RD-001094: Iná | RD-002043: Riná,SRC-02,DICCIONARIO raramuri.pdf,51,74,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000652,Iná,Siná,ina,sina,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001094,RD-001094|RD-002308,RD-002308,Vi | Vi sg,RD-001094: Iná | RD-002308: Siná,SRC-02,DICCIONARIO raramuri.pdf,51,81,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000653,Iqué,Riqué,ique,rique,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001101,RD-001101|RD-002074,RD-002074,Vt,RD-001101: Iqué | RD-002074: Riqué,SRC-02,DICCIONARIO raramuri.pdf,51,75,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000654,Iqué,Siqué,ique,sique,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001101,RD-001101|RD-002331,RD-002331,Vt | Vi,RD-001101: Iqué | RD-002331: Siqué,SRC-02,DICCIONARIO raramuri.pdf,51,81,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000655,Iquí,Niquí,iqui,niqui,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001102,RD-001102|RD-001625,RD-001625,Vi | Vt,RD-001102: Iquí | RD-001625: Niquí,SRC-02,DICCIONARIO raramuri.pdf,51,64,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000656,Iquí,Niquí,iqui,niqui,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001103,RD-001103|RD-001625,RD-001625,Vt | Vt,RD-001103: Iquí | RD-001625: Niquí,SRC-02,DICCIONARIO raramuri.pdf,51,64,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000657,Irá,Nirá,ira,nira,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001106,RD-001106|RD-001628,RD-001628,S | Vi,RD-001106: Irá | RD-001628: Nirá,SRC-02,DICCIONARIO raramuri.pdf,51,64,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000658,Irá,Sirá,ira,sira,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001106,RD-001106|RD-002335,RD-002335,S | S,RD-001106: Irá | RD-002335: Sirá,SRC-02,DICCIONARIO raramuri.pdf,51,81,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000659,Irá,Sira,ira,sira,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001106,RD-001106|RD-002336,RD-002336,S | Vi,RD-001106: Irá | RD-002336: Sira,SRC-02,DICCIONARIO raramuri.pdf,51,81,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000660,Irapa,Pirapa,irapa,pirapa,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001107,RD-001107|RD-001843,RD-001843,Vt | Vt,RD-001107: Irapa | RD-001843: Pirapa,SRC-02,DICCIONARIO raramuri.pdf,51,69,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000661,Iré,Piré,ire,pire,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001111,RD-001111|RD-001844,RD-001844,Vi | Vi pl,RD-001111: Iré | RD-001844: Piré,SRC-02,DICCIONARIO raramuri.pdf,51,70,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000662,Iré,Siré,ire,sire,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001111,RD-001111|RD-002337,RD-002337,Vi | S,RD-001111: Iré | RD-002337: Siré,SRC-02,DICCIONARIO raramuri.pdf,51,82,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000663,Irí,Piri,iri,piri,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001113,RD-001113|RD-001846,RD-001846,S,RD-001113: Irí | RD-001846: Piri,SRC-02,DICCIONARIO raramuri.pdf,52,70,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000664,Irí,Siri,iri,siri,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001113,RD-001113|RD-002339,RD-002339,S | S,RD-001113: Irí | RD-002339: Siri,SRC-02,DICCIONARIO raramuri.pdf,52,82,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000665,Irí,Siri,iri,siri,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001113,RD-001113|RD-002340,RD-002340,S,RD-001113: Irí | RD-002340: Siri,SRC-02,DICCIONARIO raramuri.pdf,52,82,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000666,Irí,Yiri,iri,yiri,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001113,RD-001113|RD-002572,RD-002572,S | S,RD-001113: Irí | RD-002572: Yiri,SRC-02,DICCIONARIO raramuri.pdf,52,87,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000667,Irí,Yiri,iri,yiri,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001113,RD-001113|RD-002573,RD-002573,S | S,RD-001113: Irí | RD-002573: Yiri,SRC-02,DICCIONARIO raramuri.pdf,52,87,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000668,Isí,misi,isi,misi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001118,RD-001118|RD-001320,RD-001320,Vi | S esp,"RD-001118: Isí | RD-001320: Míisi, misi",SRC-02,DICCIONARIO raramuri.pdf,52,57,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000669,Isí,Risí,isi,risi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001118,RD-001118|RD-002089,RD-002089,Vi | Vi,RD-001118: Isí | RD-002089: Risí,SRC-02,DICCIONARIO raramuri.pdf,52,75,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000670,Isí,Sisí,isi,sisi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001118,RD-001118|RD-002349,RD-002349,Vi | Imper,RD-001118: Isí | RD-002349: Sisí,SRC-02,DICCIONARIO raramuri.pdf,52,82,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000671,Isota,Tisóta,isota,tisota,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001120,RD-001120|RD-002486,RD-002486,Vt | Vi,RD-001120: Isota | RD-002486: Tisóta,SRC-02,DICCIONARIO raramuri.pdf,52,85,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000672,Iyé,Jiyé,iye,jiye,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001122,RD-001122|RD-001159,RD-001159,S | Vt,RD-001122: Iyé | RD-001159: Jiyé,SRC-02,DICCIONARIO raramuri.pdf,52,53,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000673,Jochi,Ochí,jochi,ochi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001166,RD-001166|RD-001708,RD-001708,S | S,RD-001166: Jochi | RD-001708: Ochí,SRC-02,DICCIONARIO raramuri.pdf,53,66,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000674,Jóhua,Ohuá,johua,ohua,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001167,RD-001167|RD-001715,RD-001715,Vt | S,RD-001167: Jóhua | RD-001715: Ohuá,SRC-02,DICCIONARIO raramuri.pdf,53,66,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000675,Jora,Orá,jora,ora,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001169,RD-001169|RD-001755,RD-001755,Vt | Vt,RD-001169: Jora | RD-001755: Orá,SRC-02,DICCIONARIO raramuri.pdf,53,67,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000676,Jora,Orá,jora,ora,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001169,RD-001169|RD-001756,RD-001756,Vt | Vt,RD-001169: Jora | RD-001756: Orá,SRC-02,DICCIONARIO raramuri.pdf,53,67,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000677,Jora,Orá,jora,ora,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001169,RD-001169|RD-001757,RD-001757,Vt | Vi,RD-001169: Jora | RD-001757: Orá,SRC-02,DICCIONARIO raramuri.pdf,53,67,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000678,Jubá,Uba,juba,uba,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001171,RD-001171|RD-002511,RD-002511,Adv | Vi,"RD-001171: Jubá | RD-002511: Uba, huiba",SRC-02,DICCIONARIO raramuri.pdf,53,86,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000679,Jubá,Uba,juba,uba,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001172,RD-001172|RD-002511,RD-002511,Vi | Vi,"RD-001172: Jubá | RD-002511: Uba, huiba",SRC-02,DICCIONARIO raramuri.pdf,53,86,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000680,Jubá,Uba,juba,uba,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001173,RD-001173|RD-002511,RD-002511,Vt | Vi,"RD-001173: Jubá | RD-002511: Uba, huiba",SRC-02,DICCIONARIO raramuri.pdf,53,86,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000681,Juca,Úca,juca,uca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001182,RD-001182|RD-002512,RD-002512,Vi | S,"RD-001182: Juca | RD-002512: Úca, úcari",SRC-02,DICCIONARIO raramuri.pdf,53,86,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000682,Juri,Urí,juri,uri,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001188,RD-001188|RD-002544,RD-002544,Adv | S,RD-001188: Juri | RD-002544: Urí,SRC-02,DICCIONARIO raramuri.pdf,53,86,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000683,Lochi,Ochí,lochi,ochi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001207,RD-001207|RD-001708,RD-001708,S | S,RD-001207: Lochi | RD-001708: Ochí,SRC-02,DICCIONARIO raramuri.pdf,54,66,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000684,Lohuá,Ohuá,lohua,ohua,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001209,RD-001209|RD-001715,RD-001715,Vt | S,RD-001209: Lohuá | RD-001715: Ohuá,SRC-02,DICCIONARIO raramuri.pdf,54,66,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000685,Lohuí,Ohuí,lohui,ohui,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001213,RD-001213|RD-001719,RD-001719,Vi | Vt,RD-001213: Lohuí | RD-001719: Ohuí,SRC-02,DICCIONARIO raramuri.pdf,54,66,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000686,Lohuira,Ohuira,lohuira,ohuira,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001215,RD-001215|RD-001728,RD-001728,Vt | Adj,RD-001215: Lohuira | RD-001728: Ohuira,SRC-02,DICCIONARIO raramuri.pdf,54,67,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000687,Mo’huí,O’huí,mo'hui,o'hui,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001353,RD-001353|RD-001720,RD-001720,Vi pl | Vt,RD-001353: Mo’huí | RD-001720: O’huí,SRC-02,DICCIONARIO raramuri.pdf,58,66,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000688,Moré,Oré,more,ore,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001364,RD-001364|RD-001761,RD-001761,Vi | S,RD-001364: Moré | RD-001761: Oré,SRC-02,DICCIONARIO raramuri.pdf,58,67,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000689,Morí,Orí,mori,ori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001365,RD-001365|RD-001765,RD-001765,S | S,RD-001365: Morí | RD-001765: Orí,SRC-02,DICCIONARIO raramuri.pdf,58,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000690,Morí,Orí,mori,ori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001365,RD-001365|RD-001766,RD-001766,S | Adj,RD-001365: Morí | RD-001766: Orí,SRC-02,DICCIONARIO raramuri.pdf,58,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000691,Morí,Orí,mori,ori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001365,RD-001365|RD-001767,RD-001767,S | Vt,RD-001365: Morí | RD-001767: Orí,SRC-02,DICCIONARIO raramuri.pdf,58,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000692,Morí,Ori,mori,ori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001365,RD-001365|RD-001768,RD-001768,S | Vt pret,RD-001365: Morí | RD-001768: Ori,SRC-02,DICCIONARIO raramuri.pdf,58,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000693,Mucú,Ucú,mucu,ucu,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001383,RD-001383|RD-002513,RD-002513,Vi sing | Vi,RD-001383: Mucú | RD-002513: Ucú,SRC-02,DICCIONARIO raramuri.pdf,58,86,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000694,Muré,Uré,mure,ure,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001409,RD-001409|RD-002543,RD-002543,Vi | S,RD-001409: Muré | RD-002543: Uré,SRC-02,DICCIONARIO raramuri.pdf,59,86,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000695,Musí,Usí,musi,usi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001420,RD-001420|RD-002551,RD-002551,S | Adv,RD-001420: Musí | RD-002551: Usí,SRC-02,DICCIONARIO raramuri.pdf,59,87,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000696,Nocuá,Ocuá,nocua,ocua,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001649,RD-001649|RD-001700,RD-001700,Vi | Prep,RD-001649: Nocuá | RD-001700: Ocuá,SRC-02,DICCIONARIO raramuri.pdf,65,66,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000697,Nocuá,Ocuá,nocua,ocua,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001649,RD-001649|RD-001701,RD-001701,Vi | Adj,RD-001649: Nocuá | RD-001701: Ocuá,SRC-02,DICCIONARIO raramuri.pdf,65,66,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000698,Nohua,Ohuá,nohua,ohua,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001663,RD-001663|RD-001715,RD-001715,Vi | S,RD-001663: Nohua | RD-001715: Ohuá,SRC-02,DICCIONARIO raramuri.pdf,65,66,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000699,Nohuí,Ohuí,nohui,ohui,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001664,RD-001664|RD-001719,RD-001719,S | Vt,RD-001664: Nohuí | RD-001719: Ohuí,SRC-02,DICCIONARIO raramuri.pdf,65,66,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000700,Noré,Oré,nore,ore,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001672,RD-001672|RD-001761,RD-001761,Vt | S,RD-001672: Noré | RD-001761: Oré,SRC-02,DICCIONARIO raramuri.pdf,65,67,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000701,Noré,Oré,nore,ore,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001673,RD-001673|RD-001761,RD-001761,Vi | S,RD-001673: Noré | RD-001761: Oré,SRC-02,DICCIONARIO raramuri.pdf,65,67,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000702,Norí,Orí,nori,ori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001677,RD-001677|RD-001765,RD-001765,S | S,RD-001677: Norí | RD-001765: Orí,SRC-02,DICCIONARIO raramuri.pdf,65,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000703,Norí,Orí,nori,ori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001677,RD-001677|RD-001766,RD-001766,S | Adj,RD-001677: Norí | RD-001766: Orí,SRC-02,DICCIONARIO raramuri.pdf,65,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000704,Norí,Orí,nori,ori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001677,RD-001677|RD-001767,RD-001767,S | Vt,RD-001677: Norí | RD-001767: Orí,SRC-02,DICCIONARIO raramuri.pdf,65,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000705,Norí,Ori,nori,ori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001677,RD-001677|RD-001768,RD-001768,S | Vt pret,RD-001677: Norí | RD-001768: Ori,SRC-02,DICCIONARIO raramuri.pdf,65,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000706,Norí,Orí,nori,ori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001678,RD-001678|RD-001765,RD-001765,S | S,RD-001678: Norí | RD-001765: Orí,SRC-02,DICCIONARIO raramuri.pdf,65,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000707,Norí,Orí,nori,ori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001678,RD-001678|RD-001766,RD-001766,S | Adj,RD-001678: Norí | RD-001766: Orí,SRC-02,DICCIONARIO raramuri.pdf,65,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000708,Norí,Orí,nori,ori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001678,RD-001678|RD-001767,RD-001767,S | Vt,RD-001678: Norí | RD-001767: Orí,SRC-02,DICCIONARIO raramuri.pdf,65,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000709,Norí,Ori,nori,ori,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001678,RD-001678|RD-001768,RD-001768,S | Vt pret,RD-001678: Norí | RD-001768: Ori,SRC-02,DICCIONARIO raramuri.pdf,65,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000710,Nuré,Uré,nure,ure,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-001690,RD-001690|RD-002543,RD-002543,Vt | S,RD-001690: Nuré | RD-002543: Uré,SRC-02,DICCIONARIO raramuri.pdf,66,86,Transcrito | Transcrito,Pendiente de cotejo lingüístico
