"ID","Language_ID","Headword","Part_Of_Speech","Headword_Raw","Headword_Normalized","Homonym_Number","Classification_Family","Translation_Raw","Variants_JSON","Examples_JSON","Comment","Source","Publication_Status","Validation_Status","Transcription_Status"
"RD-002237","tar","Sampacha","Vt","Sampacha","sampacha","","Vt","Remojar","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002238","tar","Sa’narí","S","Sa’narí","sa'nari","","S","Sedimento del tesgüino","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002239","tar","Sapá","S","Sapá","sapa","","S","Carne","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002240","tar","Sapará","Vi","Sapará","sapara","","Vi","Engordarse","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002241","tar","Saparábana","Vt","Saparábana","saparabana","","Vt","Engordar","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002242","tar","Saparusa","Vi","Saparusa","saparusa","","Vi","Enflaquecerse","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002243","tar","Sapé","Vi","Sapé","sape","","Vi","Estar gordo, tener cuerpo","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002244","tar","Sapepa: machí sapepa","Vi","Sapepa: machí sapepa","sapepa: machi sapepa","","Vi","Desnudarse","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002245","tar","Sapota","Vi","Sapota","sapota","","Vi","Hacer palomitas de maíz","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002246","tar","Sapú","Vi","Sapú","sapu","","Vi","Apurarse","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002247","tar","Saquí","","Saquí","saqui","","Sin clasificar","1. vt Hacer esquite 2. s Esquite","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002248","tar","Saquiri","S","Saquiri","saquiri","","S","Comal","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002249","tar","Sa’rihuá","S","Sa’rihuá","sa'rihua","","S","Saliva","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002250","tar","Sa’rihué","Vi","Sa’rihué","sa'rihue","","Vi","Salivar, babear","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002251","tar","Saróami","Adj","Saróami","saroami","","Adj","Amarillo, anaranjado","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002252","tar","Sasira","Vi","Sasira","sasira","","Vi","Resbalarse","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002253","tar","Saté","S","Saté","sate","","S","Arena","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002254","tar","Satibó","S","Satibó","satibo","","S","Arenal","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002255","tar","Sabitótami","Adj","Sabitótami","sabitotami","","Adj","Arenoso","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002256","tar","Satérama","Vt pret","Satérama","saterama","","Vt","Ensuciar con arena","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002257","tar","Satibú","Vt","Satibú","satibu","","Vt","Quitar la arena","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002258","tar","Sayahui","S","Sayahui","sayahui","","S","Víbora de cascabel (grande)","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002259","tar","Sayé","S sing","Sayé","saye","","S","Enemigo","[]","[]","","SRC-02[79]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002260","tar","Sayécari","S","Sayécari","sayecari","","S","Sonaja de pascolero","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002261","tar","Sayiná, que sayiná","Adv","Sayiná, que sayiná","sayina, que sayina","","Adv","De repente","[""que sayiná""]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002262","tar","Sayiruma","Vi","Sayiruma","sayiruma","","Vi","Temblarse","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002263","tar","Seba","Vt","Seba","seba","","Vt","1. Alcanzar, llegar 2. Lograr 3. Llegar a ser","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002264","tar","Sebárachi","S","Sebárachi","sebarachi","","S","Lugar donde lo alcanza","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002265","tar","Sebara","Vt","Sebara","sebara","","Vt","Completar, cumplir","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002266","tar","Sébari","Adj","Sébari","sebari","","Adj","1. Bastante 2. Completo","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002267","tar","Sehuá","Vi","Sehuá","sehua","","Vi","Florecer","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002268","tar","Si","Vi pl","1Si","si","1","Vi","Llegan","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002269","tar","Si","Vi","2Si","si","2","Vi","Hacer","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002270","tar","Si","Vi","3Si","si","3","Vi","Dilatarse","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002271","tar","Si’á","S","Si’á","si'a","","S","Suegro","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002272","tar","Síbari","S","Síbari","sibari","","S","Chiltipiquín (tipo de chile)","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002273","tar","Sibori","S","Sibori","sibori","","S","Renacuajo","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002274","tar","Sicá","Vt","1Sicá","sica","1","Vt","Trasquilar","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002275","tar","Sicá","Vt","2Sicá","sica","2","Vt","Brazo","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002276","tar","Sicá jiti","","Sicá jiti","sica jiti","","Sin clasificar","A mano","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002277","tar","Sicachó","Vi","Sicachó","sicacho","","Vi","Aplaudir","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002278","tar","Sicahué","Vt","Sicahué","sicahue","","Vt","Bracear","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002279","tar","Sicamochi","Pp","Sicamochi","sicamochi","","Pp","Estar mocho de una mano","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002280","tar","Sicara","Vi","Sicara","sicara","","Vi","Mover (brazos)","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002281","tar","Sicobachi","S","Sicobachi","sicobachi","","S","Tipo de calabaza (blanca o pintada)","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002282","tar","Sicochi","Adv","Sicochi","sicochi","","Adv","En un rincón","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002283","tar","Sicohua, sicóori","Vi","Sicohua, sicóori","sicohua, sicoori","","Vi","Hacer ruido (estómago)","[""sicóori""]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002284","tar","Sicpoona","Vi","Sicpoona","sicpoona","","Vi","Salir lagaña (en los ojos)","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002285","tar","Sicorí","S","Sicorí","sicori","","S","Olla, jarro","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002286","tar","Sicuí","S","Sicuí","sicui","","S","Hormiga","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002287","tar","Sihuá","S","1Sihuá","sihua","1","S","Tripas, intestino","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002288","tar","Sihuá","Vi","2Sihuá","sihua","2","Vi","Florecer","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002289","tar","Sihuáchari","S","Sihuáchari","sihuachari","","S","Flor","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002290","tar","Sihué","Vi","Sihué","sihue","","Vi","Calmarse (viento)","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002291","tar","Si’huérahua","S","Si’huérahua","si'huerahua","","S","Pestaña(s)","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002292","tar","Si’huina","Adv","Si’huina","si'huina","","Adv","En otra parte","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002293","tar","Sijabó","Vi","Sijabó","sijabo","","Vi","1. Estar empachado (del estómago) 2. Se hincha (el nixtamal)","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002294","tar","Sijarí","S","Sijarí","sijari","","S","Vejiga, ampolla","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002295","tar","Si’luna","Vt","Si’luna","si'luna","","Vt","Plegar","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002296","tar","Simá","Vi pl","Simá","sima","","Vi","Irse","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002297","tar","Simara","Vi pl","Simara","simara","","Vi","Pasan","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002298","tar","Simati","Adj","Simati","simati","","Adj","Bonito, hermoso","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002299","tar","Simé","Vt","Simé","sime","","Vt","Tocar (instrumento musical)","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002300","tar","Simera","Vt","Simera","simera","","Vt","Pasar","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002301","tar","Simí","Vi sg","1Simí","simi","1","Vi","Irse","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002302","tar","Simí","Vi sg","2Simí","simi","2","Vi","Caminar","[]","[]","","SRC-02[80]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002303","tar","Simigá","","Simigá","simiga","","Sin clasificar","¡Vaya!","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002304","tar","Simináari","Vi","Simináari","siminaari","","Vi","Querían irse","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002305","tar","Simira","Vi sg","Simira","simira","","Vi","1. Pasar 2. Sobrar","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002306","tar","Simíriami","Adj","Simíriami","simiriami","","Adj","Sobrante, demás","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002307","tar","Simuchí","S","Simuchí","simuchi","","S","Colibrí, chupamirto","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002308","tar","Siná","Vi sg","Siná","sina","","Vi","Gritar","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002309","tar","Siné","","Siné","sine","","Sin clasificar","1. s Vez 2. adj Uno","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002310","tar","Si’néami","Adj, s","Si’néami","si'neami","","Adj","Todo, toda la gente","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002311","tar","Sinibí","Adv","Sinibí","sinibi","","Adv","Siempre","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002312","tar","Sinohui","S","Sinohui","sinohui","","S","Culebras, víboras (de todos tipos)","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002313","tar","Sinomí","Adv","Sinomí","sinomi","","Adv","A veces, de vez en cuando","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002314","tar","Si’nú","Adj sing","Si’nú","si'nu","","Adj","Distinto, diferente","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002315","tar","Si’núrigá","","Si’núrigá","si'nuriga","","Sin clasificar","Al contrario","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002316","tar","Si’orí","S","Si’orí","si'ori","","S","1. Abeja 2. Mosca","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002317","tar","Sipá","Vt","Sipá","sipa","","Vt","Rascar, lijar, raspar, cepillar","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002318","tar","Sipáami","S","Sipáami","sipaami","","S","Curandero, hechicero (que raspa una hueja o jícara con un palito y canta)","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002319","tar","Sipabú","Vt","Sipabú","sipabu","","Vt","Hechizar","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002320","tar","Siparí","S","Siparí","sipari","","S","Ejote","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002321","tar","Sipé","S","Sipé","sipe","","S","Tipo de hierba de la milpa","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002322","tar","Sipée","S","Sipée","sipee","","S","Espejo","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002323","tar","Sipí","Vi","Sipí","sipi","","Vi","Enfriarse (p. ej.: comida, agua)","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002324","tar","Sipichá","Vt","Sipichá","sipicha","","Vt","Enfriar (lo que estaba en la lumbre)","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002325","tar","Sipirú","Vt","Sipirú","sipiru","","Vt","Pelar, mondar","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002326","tar","Sipiyoni","S","Sipiyoni","sipiyoni","","S","Sarampión","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002327","tar","Sipucha","S","Sipucha","sipucha","","S","Falda, enaguas","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002328","tar","Sipura","S","Sipura","sipura","","S","Tipo de encino (con hojas pequeñas)","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002329","tar","Sipúrahua","S","Sipúrahua","sipurahua","","S","Tipo de encino (con hojas pequeñas)","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002330","tar","Sipurí, sipúruhui","S","Sipurí, sipúruhui","sipuri, sipuruhui","","S","Tarántula","[""sipúruhui""]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002331","tar","Siqué","Vi","Siqué","sique","","Vi","Tener brazo","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002332","tar","Siquimea","","Siquimea","siquimea","","Sin clasificar","Trasquilará","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002333","tar","Siquiré","Vt","Siquiré","siquire","","Vt","Cortar (con un cuchillo)","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002334","tar","Siquiríchi","S","Siquiríchi","siquirichi","","S","Gavilán (amarillo, pequeño)","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002335","tar","Sirá","S","Sirá","sira","","S","Lanza (que llevan en semana santa)","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002336","tar","Sira","Vi","Sira","sira","","Vi","Ir","[]","[]","","SRC-02[81]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002337","tar","Siré","S","Siré","sire","","S","Cierta mata con hojas angostas que crece en tierra caliente. La usan para hacer canastas, o en semana santa, para hacer flores para la fiesta","[]","[]","","SRC-02[81-82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002338","tar","Si’rí","Vi","Si’rí","si'ri","","Vi","Ahogarse","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002339","tar","Siri","S","1Siri","siri","1","S","Tijera","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002340","tar","Siri","","2Siri","siri","2","Sin clasificar","Llegaron","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002341","tar","Siríami","S","Siríami","siriami","","S","Gobernador tradicional","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002342","tar","Si’richá","S","Si’richá","si'richa","","S","Tipo de hongo venenoso","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002343","tar","Si’rú","Vi","Si’rú","si'ru","","Vi","Arrugarse","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002344","tar","Sirú","Vt","Sirú","siru","","Vt","Cazar, pescar","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002345","tar","Sirúami","S","Sirúami","siruami","","S","Cazador","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002346","tar","Si’runá","Vt","Si’runá","si'runa","","Vt","1. Arrugar, plegar 2. Aflojar","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002347","tar","Sisa","","Sisa","sisa","","Sin clasificar","Llegando","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002348","tar","Sísari","Vi","Sísari","sisari","","Vi","Siguieron haciéndolo","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002349","tar","Sisí","Imper","Sisí","sisi","","Imper","¡Vénganse!","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002350","tar","Sitá","Vi","1Sitá","sita","1","Vi","Resbalarse","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002351","tar","Sitá","S","2Sitá","sita","2","S","Tinta (colorada, de la tierra, con que se pintan los tambores)","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002352","tar","Sitágapa","Vi","Sitágapa","sitagapa","","Vi","Ponerse colorado","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002353","tar","Sitana","Vi","Sitana","sitana","","Vi","Rojear, enrojecer","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002354","tar","Sitánahua","Vi","Sitánahua","sitanahua","","Vi","Pintar de rojo","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002355","tar","Sití","Adj","Sití","siti","","Adj","Feo, que no sirve","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002356","tar","Sitó","S","Sitó","sito","","S","Esquina, codo","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002357","tar","Sitochi","","Sitochi","sitochi","","Sin clasificar","En la esquina o rincón","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002358","tar","Sitúra","Vi","Sitúra","situra","","Vi","Estar redondo","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002359","tar","Sitúrami","Adj","Sitúrami","siturami","","Adj","Redondo","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002360","tar","Sitúrohua","Vt","Sitúrohua","siturohua","","Vt","Hacer redondo","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002361","tar","Si´yá","S","Si´yá","si´ya","","S","Suegro","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002362","tar","Siyete","","Siyete","siyete","","Sin clasificar","Llegamos","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002363","tar","Siyona","Vi","Siyona","siyona","","Vi","Ser verde, ser azul","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002364","tar","Siyónahua","Vt","Siyónahua","siyonahua","","Vt","Pintar de verde o de azul","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002365","tar","Siyónami","Adj","Siyónami","siyonami","","Adj","Verde, azul","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002366","tar","So","S","So","so","","S","Cierta clase de palma (la utilizan para hacer tiras delgadas con que se amarran trastrojo y otras cosas)","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002367","tar","Sobá","Vi","Sobá","soba","","Vi","Atascarse","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002368","tar","Socaní","Vi","Socaní","socani","","Vi","Estar blando","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002369","tar","Socorá","S","Socorá","socora","","S","Lagaña","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002370","tar","Socorachi","S","Socorachi","socorachi","","S","Pájaro carpintero (con cabeza colorada)","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002371","tar","Socuara","Vi","Socuara","socuara","","Vi","Calentarse (a la lumbre)","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002372","tar","Soguí","Adv","Soguí","sogui","","Adv","Casi","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002373","tar","So’huá","S pl","So’huá","so'hua","","S","Espinas","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002374","tar","Sohuaca","Vi","Sohuaca","sohuaca","","Vi","Sonar al resoplar o al respirar","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002375","tar","So’hué","S","So’hué","so'hue","","S","Golondrina","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002376","tar","So’huí, so’uhuí","Vi","So’huí, so’uhuí","so'hui, so'uhui","","Vi","Espinarse","[""so’uhuí""]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002377","tar","So’huira","Vt","So’huira","so'huira","","Vt","Espinar","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002378","tar","Sojobari","S","Sojobari","sojobari","","S","Honda","[]","[]","","SRC-02[82]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002379","tar","Sojuí","Vt","Sojuí","sojui","","Vt","Cornear","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002380","tar","Soma","Vi","Soma","soma","","Vi","Lavarse la cabeza","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002381","tar","Sonó","S","Sonó","sono","","S","Rastrojo","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002382","tar","Sonorá","S","Sonorá","sonora","","S","Los pulmones","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002383","tar","Sontarsi","S","Sontarsi","sontarsi","","S","Soldado","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002384","tar","Sopana","Vt pl","Sopana","sopana","","Vt","Sacar tiras de palma o de cuero","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002385","tar","Sopétami","S","Sopétami","sopetami","","S","Espamto (creen que un muerto sale como un animal)","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002386","tar","Sopichí, supuchí","S","Sopichí, supuchí","sopichi, supuchi","","S","Murciélago","[""supuchí""]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002387","tar","Soporí","S","Soporí","sopori","","S","Estrella","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002388","tar","Sopota","Pp","Sopota","sopota","","Pp","Despeinado","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-002389","tar","Sorá","S","Sorá","sora","","S","Yesca del corazón del encino","[]","[]","","SRC-02[83]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
